#Digilent WaveForms Logger;;;;
#Device Name: Discovery;;;;
#Serial Number: SN:210244449844;;;;
#Date Time: 2017-02-04 17:52::30.935;;;;
;;;;
Time (s);C1 DC (V);C2 DC (V);Sense-Power (W);Current (A)
17250;0.703671982;12.82211144;0.045014023;0.06397018
17251;0.708738065;12.82178324;0.045664513;0.064430733
17252;0.708661629;12.8220845;0.045654664;0.064423784
17253;0.705759865;12.82206575;0.045281544;0.064159988
17254;0.70557685;12.8218606;0.045258063;0.06414335
17255;0.703393367;12.82114301;0.044978384;0.063944852
17256;0.698182378;12.82114042;0.044314421;0.063471125
17257;0.691152862;12.82059975;0.043426571;0.062832078
17258;0.688641889;12.8197992;0.043111605;0.062603808
17259;0.68758406;12.81967658;0.042979258;0.062507642
17260;0.681657157;12.81976407;0.042241498;0.061968832
17261;0.667978796;12.81937769;0.040563243;0.060725345
17262;0.65241193;12.81907751;0.038694666;0.059310175
17263;0.639697522;12.81885146;0.037201175;0.05815432
17264;0.632224462;12.81873789;0.03633707;0.057474951
17265;0.630804262;12.81860666;0.036174002;0.057345842
17266;0.633526456;12.81851507;0.036486888;0.057593314
17267;0.625059083;12.81792635;0.035518078;0.056823553
17268;0.598189181;12.81757746;0.032530027;0.054380835
17269;0.564642229;12.81647608;0.028983713;0.051331112
17270;0.537978597;12.81555377;0.026310997;0.048907145
17271;0.521956345;12.81495341;0.02476713;0.047450577
17272;0.513439236;12.81495341;0.023965441;0.046676294
17273;0.506185579;12.81501461;0.023293076;0.046016871
17274;0.505865625;12.81514886;0.023263639;0.045987784
17275;0.510144957;12.81599769;0.023658898;0.046376814
17276;0.516697127;12.81731155;0.024270538;0.046972466
17277;0.528314734;12.81826381;0.025374223;0.048028612
17278;0.547746671;12.81910078;0.027275129;0.049795152
17279;0.566992363;12.82089282;0.029225485;0.05154476
17280;0.589805135;12.82173023;0.031624554;0.053618649
17281;0.60958394;12.82244049;0.033781144;0.055416722
17282;0.630268349;12.82360286;0.036112563;0.057297123
17283;0.654356846;12.82393192;0.038925717;0.059486986
17284;0.672291502;12.82461934;0.041088715;0.061117409
17285;0.678152734;12.82530526;0.041808285;0.061650249
17286;0.683567624;12.82540331;0.042478609;0.062142511
17287;0.689901251;12.8256494;0.043269431;0.062718296
17288;0.695039464;12.82555868;0.043916351;0.063185406
17289;0.69903157;12.82534081;0.044422285;0.063548325
17290;0.706641569;12.82553432;0.045394755;0.064240143
17291;0.71494918;12.8258845;0.046468394;0.06499538
17292;0.717834365;12.82562332;0.046844198;0.06525767
17293;0.717654795;12.82585627;0.046820764;0.065241345
17294;0.719529734;12.82577094;0.047065731;0.065411794
17295;0.720470649;12.82550523;0.047188905;0.065497332
17296;0.719537916;12.82544446;0.047066801;0.065412538
17297;0.714279774;12.82494991;0.046381418;0.064934525
17298;0.71230859;12.82526022;0.046125775;0.064755326
17299;0.710002164;12.82524125;0.045827552;0.064545651
17300;0.70572563;12.82425365;0.045277151;0.064156875
17301;0.698587381;12.82483354;0.044365848;0.063507944
17302;0.693806371;12.82454737;0.043760662;0.063073306
17303;0.693887544;12.82488311;0.043770902;0.063080686
17304;0.695573439;12.82484992;0.043983855;0.063233949
17305;0.698543242;12.82463917;0.044360242;0.063503931
17306;0.704237176;12.82450685;0.045086364;0.064021561
17307;0.70635262;12.82371966;0.045357639;0.064213875
17308;0.702273743;12.8236701;0.04483531;0.063843068
17309;0.692709785;12.82306327;0.043622441;0.062973617
17310;0.684167484;12.82350654;0.042553195;0.062197044
17311;0.674773192;12.82301672;0.041392624;0.061343017
17312;0.666458045;12.8233544;0.040378757;0.060587095
17313;0.660458582;12.8228885;0.039655049;0.060041689
17314;0.662199598;12.82227543;0.039864392;0.060199963
17315;0.66884995;12.82273529;0.040669114;0.060804541
17316;0.677616606;12.82291156;0.041742206;0.06160151
17317;0.687171521;12.82302965;0.0429277;0.062470138
17318;0.695716191;12.82261116;0.044001911;0.063246926
17319;0.694207498;12.82332919;0.043811277;0.063109773
17320;0.682187472;12.82347314;0.04230725;0.062017043
17321;0.666010195;12.82307727;0.040324507;0.060546381
17322;0.647754509;12.82278033;0.038144173;0.058886774
17323;0.627241919;12.82211187;0.035766584;0.057021993
17324;0.60654007;12.82179854;0.033444623;0.055140006
17325;0.587345191;12.82160804;0.031361307;0.053395017
17326;0.577190632;12.82178152;0.030286275;0.052471876
17327;0.576424335;12.82211704;0.03020591;0.052402212
17328;0.586582986;12.82327984;0.031279964;0.053325726
17329;0.600855394;12.82375155;0.032820655;0.054623218
17330;0.61759765;12.8249706;0.034675169;0.056145241
17331;0.642898355;12.82543735;0.03757439;0.058445305
17332;0.670169168;12.82683849;0.040829701;0.06092447
17333;0.693608929;12.8276677;0.043735759;0.063055357
17334;0.720160815;12.82781833;0.047148327;0.065469165
17335;0.741564367;12.82851502;0.049992519;0.067414942
17336;0.746074084;12.82840965;0.050602413;0.067824917
17337;0.743775625;12.82801767;0.050291107;0.067615966
17338;0.744527711;12.82777998;0.050392865;0.067684337
17339;0.745709775;12.82812994;0.050553006;0.067791798
17340;0.744135627;12.82766016;0.050339803;0.067648693
17341;0.743136147;12.82756535;0.050204667;0.067557832
17342;0.745401017;12.8276955;0.050511152;0.067763729
17343;0.747565552;12.82719297;0.050804932;0.067960505
17344;0.746735738;12.82759832;0.050692206;0.067885067
17345;0.744252972;12.82635255;0.050355681;0.067659361
17346;0.746274109;12.82638294;0.05062955;0.067843101
17347;0.747227727;12.82625429;0.050759025;0.067929793
17348;0.745541401;12.82639587;0.05053018;0.067776491
17349;0.744971469;12.82668226;0.050452954;0.067724679
17350;0.747593758;12.82738778;0.050808766;0.067963069
17351;0.750101716;12.82624437;0.051150235;0.068191065
17352;0.749849585;12.82568366;0.051115855;0.068168144
17353;0.75041478;12.82594893;0.05119294;0.068219525
17354;0.754670644;12.82602565;0.051775253;0.068606422
17355;0.757435469;12.82613426;0.052155317;0.06885777
17356;0.757488221;12.8262754;0.052162582;0.068862566
17357;0.757351928;12.82600862;0.052143813;0.068850175
17358;0.760781423;12.8254811;0.052617125;0.069161948
17359;0.761781548;12.82542981;0.052755557;0.069252868
17360;0.759779359;12.82504365;0.052478607;0.069070851
17361;0.758984857;12.8250305;0.05236891;0.068998623
17362;0.760455225;12.82466783;0.052572014;0.069132293
17363;0.757663916;12.82478247;0.052186783;0.068878538
17364;0.75103854;12.8244797;0.051278081;0.068276231
17365;0.746518919;12.82363648;0.050662772;0.067865356
17366;0.744673908;12.82334621;0.050412657;0.067697628
17367;0.739698901;12.82290553;0.049741315;0.067245355
17368;0.7314533;12.82248402;0.048638539;0.066495755
17369;0.725029242;12.82187763;0.047787946;0.065911749
17370;0.718239368;12.82150396;0.046897072;0.065294488
17371;0.709050053;12.82131864;0.045704725;0.064459096
17372;0.698573816;12.82041917;0.044364125;0.063506711
17373;0.692015403;12.82059006;0.043535029;0.062910491
17374;0.69338888;12.82068315;0.043708013;0.063035353
17375;0.698285513;12.82004486;0.044327514;0.063480501
17376;0.701268019;12.81959426;0.044706985;0.063751638
17377;0.708143157;12.81890038;0.045587885;0.064376651
17378;0.710334175;12.81881332;0.045870422;0.064575834
17379;0.706039125;12.81876505;0.045317386;0.064185375
17380;0.694894129;12.8185752;0.043897986;0.063172194
17381;0.681070216;12.81827976;0.042168785;0.061915474
17382;0.670982188;12.81769426;0.040928827;0.060998381
17383;0.661980195;12.81767056;0.03983798;0.060180018
17384;0.650501464;12.81671054;0.038468378;0.059136497
17385;0.635612186;12.81608733;0.036727532;0.057782926
17386;0.616456279;12.81529669;0.034547122;0.05604148
17387;0.592971303;12.81493768;0.031964997;0.053906482
17388;0.569310416;12.8145847;0.029464941;0.051755492
17389;0.553872307;12.8141132;0.027888594;0.050352028
17390;0.544961176;12.81359472;0.026998426;0.049541925
17391;0.535766263;12.8136639;0.026095044;0.048706024
17392;0.526396301;12.81373867;0.025190279;0.047854209
17393;0.524956723;12.81339647;0.025052687;0.047723338
17394;0.523069941;12.81390503;0.024872924;0.047551813
17395;0.513799453;12.81434248;0.02399908;0.046709041
17396;0.496208221;12.81447092;0.022383873;0.045109838
17397;0.480676236;12.81453083;0.021004513;0.04369784
17398;0.475093187;12.81477175;0.020519412;0.04319029
17399;0.48146191;12.81609681;0.021073234;0.043769265
17400;0.499589486;12.81736219;0.022689969;0.045417226
17401;0.533593977;12.81868122;0.025883867;0.048508543
17402;0.570076497;12.82048425;0.029544292;0.051825136
17403;0.599987039;12.82169532;0.032725859;0.054544276
17404;0.614786101;12.82223125;0.034360177;0.055889646
17405;0.626086123;12.82224892;0.035634894;0.05691692
17406;0.638185168;12.82293957;0.037025483;0.058016833
17407;0.648673462;12.82398903;0.038252478;0.058970315
17408;0.658633811;12.82471394;0.039436227;0.059875801
17409;0.675637671;12.82506024;0.041498751;0.061421606
17410;0.698239652;12.82533844;0.044321692;0.063476332
17411;0.715703204;12.82555221;0.046566461;0.065063928
17412;0.72454888;12.82565974;0.047724644;0.06586808
17413;0.729635634;12.82555997;0.048397105;0.066330512
17414;0.733824966;12.82623144;0.048954462;0.066711361
17415;0.733688888;12.82613296;0.048936308;0.06669899
17416;0.731264256;12.82576296;0.048613401;0.066478569
17417;0.731262318;12.825591;0.048613143;0.066478393
17418;0.732774887;12.8255089;0.048814458;0.066615899
17419;0.730467816;12.82559294;0.048507566;0.066406165
17420;0.726076521;12.82555501;0.047926101;0.066006956
17421;0.725371804;12.8256285;0.047833114;0.065942891
17422;0.726352767;12.82571491;0.047962576;0.06603207
17423;0.725264578;12.82538413;0.047818973;0.065933143
17424;0.722377455;12.82548562;0.047439017;0.065670678
17425;0.723700119;12.82544899;0.047612897;0.06579092
17426;0.725202353;12.82576857;0.047810768;0.065927487
17427;0.723729616;12.82536322;0.047616778;0.065793601
17428;0.722185397;12.82524212;0.047413795;0.065653218
17429;0.726049391;12.82548261;0.04792252;0.06600449
17430;0.729790228;12.82509644;0.048417616;0.066344566
17431;0.729752118;12.82547571;0.048412559;0.066341102
17432;0.728603857;12.8250152;0.048260325;0.066236714
17433;0.730156259;12.82530439;0.048466197;0.066377842
17434;0.731646651;12.82533521;0.048664256;0.066513332
17435;0.729816281;12.82539339;0.048421073;0.066346935
17436;0.727543444;12.82528328;0.048119951;0.066140313
17437;0.729577715;12.82490724;0.048389422;0.066325247
17438;0.72982963;12.824609;0.048422844;0.066348148
17439;0.727155236;12.82399764;0.048068612;0.066105021
17440;0.725160367;12.82408147;0.047805233;0.06592367
17441;0.727626554;12.82389335;0.048130946;0.066147869
17442;0.729473288;12.82414698;0.048375571;0.066315753
17443;0.727673062;12.82334449;0.048137099;0.066152097
17444;0.72822706;12.82295746;0.048210423;0.06620246
17445;0.73134952;12.82347163;0.048624738;0.06648632
17446;0.73242156;12.82330548;0.048767395;0.066583778
17447;0.7305843;12.82346171;0.048523038;0.066416755
17448;0.730016306;12.82280942;0.048447619;0.066365119
17449;0.73303154;12.82257776;0.048848658;0.066639231
17450;0.732868979;12.82229805;0.048826995;0.066624453
17451;0.730355638;12.82217824;0.048492669;0.066395967
17452;0.729594724;12.82243252;0.048391678;0.066326793
17453;0.732820103;12.82264715;0.048820482;0.066620009
17454;0.73273204;12.8222306;0.048808749;0.066612004
17455;0.730521859;12.8222097;0.048514744;0.066411078
17456;0.730001019;12.82201425;0.04844559;0.066363729
17457;0.732030122;12.82233361;0.048715282;0.066548193
17458;0.731218179;12.82212156;0.048607275;0.06647438
17459;0.728053303;12.82222672;0.048187419;0.066186664
17460;0.727645717;12.82182267;0.048133481;0.066149611
17461;0.729081204;12.82159662;0.048323582;0.066280109
17462;0.727982035;12.82144298;0.048177986;0.066180185
17463;0.724436056;12.82111974;0.047709782;0.065857823
17464;0.723971412;12.8214781;0.047648601;0.065815583
17465;0.724322802;12.82118654;0.047694866;0.065847527
17466;0.723590309;12.82115098;0.047598449;0.065780937
17467;0.718238937;12.82061484;0.046897015;0.065294449
17468;0.718614442;12.81991599;0.046946065;0.065328586
17469;0.720064355;12.8202722;0.047135698;0.065460396
17470;0.719128607;12.82024074;0.047013269;0.065375328
17471;0.715065233;12.81972076;0.046483481;0.06500593
17472;0.712711008;12.81978411;0.046177907;0.06479191
17473;0.708952947;12.81913462;0.045692207;0.064450268
17474;0.699436357;12.81848275;0.044473747;0.063585123
17475;0.685793523;12.81872346;0.042755705;0.062344866
17476;0.673561199;12.81854309;0.041244063;0.061232836
17477;0.666484313;12.81843642;0.04038194;0.060589483
17478;0.660155638;12.81827394;0.039618679;0.060014149
17479;0.658387709;12.81845193;0.039406761;0.059853428
17480;0.666899866;12.81853921;0.040432312;0.060627261
17481;0.679041974;12.81846228;0.041918;0.061731089
17482;0.6888628;12.81868618;0.043139269;0.062623891
17483;0.695701765;12.81865579;0.044000086;0.063245615
17484;0.701582375;12.81874414;0.044747075;0.063780216
17485;0.700896606;12.81861075;0.044659641;0.063717873
17486;0.691980092;12.81849417;0.043530586;0.062907281
17487;0.679190539;12.81835626;0.041936344;0.061744594
17488;0.672160161;12.81829829;0.041072662;0.061105469
17489;0.669747372;12.81835561;0.040778322;0.060886125
17490;0.674159336;12.81838923;0.041317346;0.061287212
17491;0.68236209;12.81827976;0.042328911;0.062032917
17492;0.694835348;12.81845668;0.04389056;0.06316685
17493;0.704431388;12.81873078;0.045111235;0.064039217
17494;0.70724509;12.81871462;0.045472329;0.064295008
17495;0.707884352;12.81848943;0.045554569;0.064353123
17496;0.71252627;12.81841983;0.046153971;0.064775115
17497;0.717214911;12.81854136;0.046763384;0.065201356
17498;0.719829449;12.81883961;0.047104949;0.065439041
17499;0.720975126;12.81847866;0.047255012;0.065543193
17500;0.725347258;12.81872044;0.047829877;0.06594066
17501;0.727095809;12.81873552;0.048060756;0.066099619
17502;0.726281713;12.81820347;0.047953193;0.06602561
17503;0.725238956;12.81781774;0.047815595;0.065930814
17504;0.725237018;12.81792764;0.047815339;0.065930638
17505;0.724788523;12.81810305;0.047756218;0.065889866
17506;0.721453335;12.81767056;0.047317719;0.065586667
17507;0.719067674;12.81687;0.047005302;0.065369789
17508;0.720269763;12.81628666;0.047162594;0.065479069
17509;0.717431516;12.81648901;0.046791635;0.065221047
17510;0.713307208;12.81657176;0.046255198;0.06484611
17511;0.710037906;12.81635519;0.045832166;0.064548901
17512;0.711937391;12.81559019;0.046077714;0.064721581
17513;0.712459954;12.81551843;0.046145381;0.064769087
17514;0.711762127;12.81503142;0.04605503;0.064705648
17515;0.711572221;12.81523398;0.046030457;0.064688384
17516;0.715486599;12.81503853;0.046538279;0.065044236
17517;0.716097225;12.81482777;0.046617749;0.065099748
17518;0.713356299;12.8152538;0.046261565;0.064850573
17519;0.711410091;12.81532535;0.046009483;0.064673645
17520;0.712127081;12.81478101;0.046102271;0.064738826
17521;0.711624112;12.81456703;0.046037171;0.064693101
17522;0.708218947;12.81421513;0.045597643;0.064383541
17523;0.707106644;12.81439787;0.045454528;0.064282422
17524;0.707097816;12.81408583;0.045453393;0.06428162
17525;0.705531634;12.81366648;0.045252262;0.064139239
17526;0.70401928;12.81301462;0.045058468;0.064001753
17527;0.70680047;12.81375634;0.045415173;0.064254588
17528;0.713054862;12.813312;0.046222476;0.064823169
17529;0.715792128;12.81311935;0.046578034;0.065072012
17530;0.714210443;12.81306569;0.046372414;0.064928222
17531;0.713002541;12.81270646;0.046215693;0.064818413
17532;0.714453531;12.81233991;0.046403986;0.064950321
17533;0.713455343;12.81200783;0.046274411;0.064859577
17534;0.709998073;12.81196409;0.045827024;0.064545279
17535;0.709442998;12.81161003;0.045755397;0.064494818
17536;0.710919825;12.811106;0.045946091;0.064629075
17537;0.709678765;12.8112284;0.045785814;0.064516251
17538;0.706458554;12.81106204;0.045371244;0.064223505
17539;0.705599673;12.81055649;0.045260991;0.064145425
17540;0.706962169;12.81062114;0.045435955;0.064269288
17541;0.705724985;12.81079741;0.045277069;0.064156817
17542;0.703238773;12.80979278;0.044958616;0.063930798
17543;0.704648854;12.80964302;0.045139092;0.064058987
17544;0.707599063;12.80996949;0.045517858;0.064327188
17545;0.706405587;12.80957707;0.045364441;0.06421869
17546;0.6980491;12.80872609;0.044297504;0.063459009
17547;0.683040539;12.80789407;0.042413125;0.062094594
17548;0.657637776;12.80677222;0.03931704;0.059785252
17549;0.623160674;12.8051989;0.035302657;0.05665097
17550;0.594708012;12.80486618;0.032152511;0.054064365
17551;0.580460795;12.80501854;0.03063043;0.052769163
17552;0.573731208;12.80476813;0.029924318;0.052157383
17553;0.580554025;12.80540621;0.030640271;0.052777639
17554;0.591288637;12.80563592;0.031783841;0.053753512
17555;0.600568598;12.80633865;0.032789331;0.054597145
17556;0.610749426;12.80667245;0.033910442;0.055522675
17557;0.623148832;12.80637097;0.035301315;0.056649894
17558;0.636498412;12.80718187;0.036830021;0.057863492
17559;0.656802149;12.80750942;0.039217187;0.059709286
17560;0.674652832;12.80737495;0.041377859;0.061332076
17561;0.684115809;12.80741266;0.042546767;0.062192346
17562;0.692072676;12.80715472;0.043542235;0.062915698
17563;0.704459379;12.80731397;0.04511482;0.064041762
17564;0.712740721;12.80733142;0.046181758;0.064794611
17565;0.717243763;12.80740232;0.046767147;0.065203978
17566;0.718435948;12.80654595;0.046922746;0.065312359
17567;0.720749048;12.80693168;0.047225381;0.065522641
17568;0.723391146;12.80566092;0.04757225;0.065762831
17569;0.724447252;12.80596649;0.047711257;0.065858841
17570;0.724522612;12.80545276;0.047721183;0.065865692
17571;0.725356086;12.80485627;0.047831041;0.065941462
17572;0.716467132;12.80436322;0.046665923;0.065133376
17573;0.693880223;12.80337174;0.043769979;0.06308002
17574;0.659694439;12.80148144;0.039563341;0.059972222
17575;0.623106846;12.80075673;0.035296558;0.056646077
17576;0.592626587;12.80062852;0.031927843;0.053875144
