#Digilent WaveForms Logger;;;;
#Device Name: Discovery;;;;
#Serial Number: SN:210244449844;;;;
#Date Time: 2017-02-04 17:52::30.935;;;;
;;;;
Time (s);C1 DC (V);C2 DC (V);Sense-Power (W);Current (A)
450;-0.003739893;12.59595377;1.27E-06;-0.00033999
451;-0.003674654;12.59569928;1.23E-06;-0.000334059
452;-0.003386135;12.59540987;1.04E-06;-0.00030783
453;-0.003235417;12.59539996;9.52E-07;-0.000294129
454;-0.003779296;12.59543659;1.30E-06;-0.000343572
455;-0.003720085;12.59560705;1.26E-06;-0.00033819
456;-0.003264484;12.59593567;9.69E-07;-0.000296771
457;-0.003674008;12.59565553;1.23E-06;-0.000334001
458;-0.003391733;12.59574281;1.05E-06;-0.000308339
459;-0.003718147;12.59486058;1.26E-06;-0.000338013
460;-0.003289675;12.59522799;9.84E-07;-0.000299061
461;-0.003020104;12.59547409;8.29E-07;-0.000274555
462;-0.002850869;12.59506357;7.39E-07;-0.00025917
463;-0.003169962;12.59551546;9.14E-07;-0.000288178
464;-0.003562476;12.59544349;1.15E-06;-0.000323861
465;-0.003651831;12.59553184;1.21E-06;-0.000331985
466;-0.003329508;12.59569648;1.01E-06;-0.000302683
467;-0.003779941;12.59515861;1.30E-06;-0.000343631
468;-0.003633098;12.59485692;1.20E-06;-0.000330282
469;-0.003657429;12.59478559;1.22E-06;-0.000332494
470;-0.003683482;12.59523575;1.23E-06;-0.000334862
471;-0.003197306;12.59526829;9.29E-07;-0.000290664
472;-0.003697477;12.59516679;1.24E-06;-0.000336134
473;-0.004090422;12.59518209;1.52E-06;-0.000371857
474;-0.003480227;12.59514955;1.10E-06;-0.000316384
475;-0.002811251;12.59519718;7.18E-07;-0.000255568
476;-0.002423689;12.5955577;5.34E-07;-0.000220335
477;-0.002398713;12.59571738;5.23E-07;-0.000218065
478;-0.00278283;12.59606217;7.04E-07;-0.000252985
479;-0.003280632;12.59554046;9.78E-07;-0.000298239
480;-0.003298934;12.59566652;9.89E-07;-0.000299903
481;-0.003242737;12.59547258;9.56E-07;-0.000294794
482;-0.003657859;12.59593115;1.22E-06;-0.000332533
483;-0.004264179;12.59595765;1.65E-06;-0.000387653
484;-0.004299059;12.59566954;1.68E-06;-0.000390824
485;-0.003796951;12.59596175;1.31E-06;-0.000345177
486;-0.003299364;12.59611065;9.90E-07;-0.000299942
487;-0.003401853;12.595459;1.05E-06;-0.000309259
488;-0.003553002;12.59539026;1.15E-06;-0.000323
489;-0.003492499;12.59531225;1.11E-06;-0.0003175
490;-0.002831491;12.59581672;7.29E-07;-0.000257408
491;-0.002938716;12.59538897;7.85E-07;-0.000267156
492;-0.003426183;12.59489894;1.07E-06;-0.000311471
493;-0.0035825;12.59544327;1.17E-06;-0.000325682
494;-0.003669917;12.59537819;1.22E-06;-0.000333629
495;-0.004009249;12.59492286;1.46E-06;-0.000364477
496;-0.003922048;12.59521463;1.40E-06;-0.00035655
497;-0.003879416;12.59571242;1.37E-06;-0.000352674
498;-0.003906114;12.59546396;1.39E-06;-0.000355101
499;-0.004004943;12.59570574;1.46E-06;-0.000364086
500;-0.003776496;12.59593524;1.30E-06;-0.000343318
501;-0.003657644;12.59580314;1.22E-06;-0.000332513
502;-0.00370329;12.5959917;1.25E-06;-0.000336663
503;-0.003455681;12.595815;1.09E-06;-0.000314153
504;-0.003596495;12.59612186;1.18E-06;-0.000326954
505;-0.003692094;12.59593115;1.24E-06;-0.000335645
506;-0.003437164;12.59604277;1.07E-06;-0.000312469
507;-0.004104417;12.59598481;1.53E-06;-0.000373129
508;-0.00435095;12.59612358;1.72E-06;-0.000395541
509;-0.004836264;12.59570531;2.13E-06;-0.00043966
510;-0.00460997;12.59590658;1.93E-06;-0.000419088
511;-0.004095805;12.59587361;1.53E-06;-0.000372346
512;-0.004012694;12.59587146;1.46E-06;-0.00036479
513;-0.003863483;12.59577513;1.36E-06;-0.000351226
514;-0.00419248;12.59574625;1.60E-06;-0.000381135
515;-0.003328431;12.5960167;1.01E-06;-0.000302585
516;-0.003617381;12.59606238;1.19E-06;-0.000328853
517;-0.003993101;12.59605269;1.45E-06;-0.000363009
518;-0.003953053;12.59596563;1.42E-06;-0.000359368
519;-0.003978459;12.5958331;1.44E-06;-0.000361678
520;-0.003931521;12.59587296;1.41E-06;-0.000357411
521;-0.003959512;12.59586348;1.43E-06;-0.000359956
522;-0.004003436;12.5960988;1.46E-06;-0.000363949
523;-0.003985349;12.59562385;1.44E-06;-0.000362304
524;-0.003948316;12.59556093;1.42E-06;-0.000358938
525;-0.003603601;12.59565489;1.18E-06;-0.0003276
526;-0.003813745;12.59573311;1.32E-06;-0.000346704
527;-0.004291739;12.59578784;1.67E-06;-0.000390158
528;-0.00435827;12.59562084;1.73E-06;-0.000396206
529;-0.003595203;12.59550339;1.18E-06;-0.000326837
530;-0.003333168;12.5956495;1.01E-06;-0.000303015
531;-0.003414772;12.5952767;1.06E-06;-0.000310434
532;-0.003364819;12.5956286;1.03E-06;-0.000305893
533;-0.003050248;12.59527195;8.46E-07;-0.000277295
534;-0.003293766;12.59608135;9.86E-07;-0.000299433
535;-0.003378599;12.59611604;1.04E-06;-0.000307145
536;-0.003452882;12.59606238;1.08E-06;-0.000313898
537;-0.003369341;12.59612272;1.03E-06;-0.000306304
538;-0.003380537;12.59593395;1.04E-06;-0.000307322
539;-0.003637835;12.59580681;1.20E-06;-0.000330712
540;-0.003386781;12.59579172;1.04E-06;-0.000307889
541;-0.00271716;12.59601519;6.71E-07;-0.000247015
542;-0.002850008;12.5956982;7.38E-07;-0.000259092
543;-0.002940654;12.59569217;7.86E-07;-0.000267332
544;-0.003214747;12.59582513;9.40E-07;-0.00029225
545;-0.003158335;12.59582599;9.07E-07;-0.000287121
546;-0.003179005;12.59529135;9.19E-07;-0.000289
547;-0.002907927;12.59575746;7.69E-07;-0.000264357
548;-0.003084913;12.59602941;8.65E-07;-0.000280447
549;-0.002867448;12.59587426;7.47E-07;-0.000260677
550;-0.003131205;12.59495324;8.91E-07;-0.000284655
551;-0.002552661;12.59537561;5.92E-07;-0.00023206
552;-0.002855606;12.59538121;7.41E-07;-0.000259601
553;-0.00265558;12.59508706;6.41E-07;-0.000241416
554;-0.002614241;12.5951655;6.21E-07;-0.000237658
555;-0.002948621;12.59536893;7.90E-07;-0.000268056
556;-0.00218297;12.59495432;4.33E-07;-0.000198452
557;-0.002832783;12.5952782;7.30E-07;-0.000257526
558;-0.003302163;12.59573182;9.91E-07;-0.000300197
559;-0.003208287;12.59556179;9.36E-07;-0.000291662
560;-0.003381614;12.59567665;1.04E-06;-0.000307419
561;-0.003285584;12.59603976;9.81E-07;-0.000298689
562;-0.003130344;12.59618133;8.91E-07;-0.000284577
563;-0.003286661;12.59649897;9.82E-07;-0.000298787
564;-0.003025056;12.59657935;8.32E-07;-0.000275005
565;-0.003600802;12.59644337;1.18E-06;-0.000327346
566;-0.003798458;12.5965272;1.31E-06;-0.000345314
567;-0.003627285;12.59647462;1.20E-06;-0.000329753
568;-0.003798674;12.5959361;1.31E-06;-0.000345334
569;-0.003821281;12.59608566;1.33E-06;-0.000347389
570;-0.003379245;12.59580121;1.04E-06;-0.000307204
571;-0.003281063;12.59593718;9.79E-07;-0.000298278
572;-0.002953142;12.59573225;7.93E-07;-0.000268467
573;-0.0029413;12.59598524;7.86E-07;-0.000267391
574;-0.003131851;12.59636687;8.92E-07;-0.000284714
575;-0.002778954;12.59612164;7.02E-07;-0.000252632
576;-0.002876491;12.59590292;7.52E-07;-0.000261499
577;-0.002349622;12.59568505;5.02E-07;-0.000213602
578;-0.002616178;12.5959346;6.22E-07;-0.000237834
579;-0.002233138;12.59578741;4.53E-07;-0.000203013
580;-0.002320339;12.59588762;4.89E-07;-0.00021094
581;-0.002725126;12.5957775;6.75E-07;-0.000247739
582;-0.003364819;12.59580918;1.03E-06;-0.000305893
583;-0.002970798;12.59619513;8.02E-07;-0.000270073
584;-0.003155966;12.596338;9.05E-07;-0.000286906
585;-0.003262546;12.59632162;9.68E-07;-0.000296595
586;-0.003270728;12.59623736;9.73E-07;-0.000297339
587;-0.003014721;12.59634532;8.26E-07;-0.000274066
588;-0.003158335;12.59635632;9.07E-07;-0.000287121
589;-0.003002449;12.59693578;8.20E-07;-0.00027295
590;-0.002750749;12.59653496;6.88E-07;-0.000250068
591;-0.002264573;12.59653582;4.66E-07;-0.00020587
592;-0.002241966;12.59630158;4.57E-07;-0.000203815
593;-0.003238646;12.59629447;9.54E-07;-0.000294422
594;-0.003465585;12.59625288;1.09E-06;-0.000315053
595;-0.003636328;12.59617078;1.20E-06;-0.000330575
596;-0.003045296;12.59606195;8.43E-07;-0.000276845
597;-0.003132928;12.59614082;8.92E-07;-0.000284812
598;-0.003607476;12.59590744;1.18E-06;-0.000327952
599;-0.003349532;12.59583331;1.02E-06;-0.000304503
600;-0.003280417;12.5957232;9.78E-07;-0.00029822
601;-0.002628882;12.59568247;6.28E-07;-0.000238989
602;-0.002333258;12.59611626;4.95E-07;-0.000212114
603;-0.003250273;12.5961656;9.60E-07;-0.000295479
604;-0.00301709;12.59598222;8.28E-07;-0.000274281
605;-0.00277228;12.59616453;6.99E-07;-0.000252025
606;-0.002018256;12.59647699;3.70E-07;-0.000183478
607;-0.002587326;12.59594408;6.09E-07;-0.000235211
608;-0.003383551;12.59592253;1.04E-06;-0.000307596
609;-0.003358575;12.59611583;1.03E-06;-0.000305325
610;-0.003481303;12.59638907;1.10E-06;-0.000316482
611;-0.003182019;12.59630675;9.20E-07;-0.000289274
612;-0.003393671;12.59653151;1.05E-06;-0.000308516
613;-0.003312929;12.59642204;9.98E-07;-0.000301175
614;-0.003554294;12.59616625;1.15E-06;-0.000323118
615;-0.003138526;12.59597425;8.95E-07;-0.000285321
616;-0.002601968;12.5960195;6.15E-07;-0.000236543
617;-0.002984362;12.59609277;8.10E-07;-0.000271306
618;-0.003014937;12.59594214;8.26E-07;-0.000274085
619;-0.003288168;12.5961029;9.83E-07;-0.000298924
620;-0.002873907;12.59643411;7.51E-07;-0.000261264
621;-0.002317755;12.59633433;4.88E-07;-0.000210705
622;-0.0028724;12.59615203;7.50E-07;-0.000261127
623;-0.002592279;12.59626214;6.11E-07;-0.000235662
624;-0.001884978;12.59626624;3.23E-07;-0.000171362
625;-0.001670742;12.59634145;2.54E-07;-0.000151886
626;-0.002545987;12.59633584;5.89E-07;-0.000231453
627;-0.003340058;12.59621086;1.01E-06;-0.000303642
628;-0.003773267;12.59617056;1.29E-06;-0.000343024
629;-0.003628577;12.59650673;1.20E-06;-0.000329871
630;-0.003208287;12.59614621;9.36E-07;-0.000291662
631;-0.002745366;12.59629684;6.85E-07;-0.000249579
632;-0.00313422;12.59622659;8.93E-07;-0.000284929
633;-0.003131205;12.59611259;8.91E-07;-0.000284655
634;-0.003820205;12.59625051;1.33E-06;-0.000347291
635;-0.003023765;12.59614449;8.31E-07;-0.000274888
636;-0.003146062;12.59629382;9.00E-07;-0.000286006
637;-0.003234555;12.59588245;9.51E-07;-0.00029405
638;-0.003038621;12.59595421;8.39E-07;-0.000276238
639;-0.003295489;12.59614686;9.87E-07;-0.00029959
640;-0.003560969;12.59584818;1.15E-06;-0.000323724
641;-0.003330369;12.59581327;1.01E-06;-0.000302761
642;-0.0032619;12.59593589;9.67E-07;-0.000296536
643;-0.003101492;12.59630632;8.74E-07;-0.000281954
644;-0.003597141;12.59609191;1.18E-06;-0.000327013
645;-0.003908914;12.59615095;1.39E-06;-0.000355356
646;-0.003602955;12.5961197;1.18E-06;-0.000327541
647;-0.003598218;12.59624491;1.18E-06;-0.000327111
648;-0.003663457;12.59609277;1.22E-06;-0.000333042
649;-0.003743984;12.595968;1.27E-06;-0.000340362
650;-0.003535131;12.59635696;1.14E-06;-0.000321376
651;-0.003855516;12.59660801;1.35E-06;-0.000350501
652;-0.004065661;12.59627615;1.50E-06;-0.000369606
653;-0.003577333;12.59590895;1.16E-06;-0.000325212
654;-0.002126989;12.59619707;4.11E-07;-0.000193363
655;-0.00293075;12.59623952;7.81E-07;-0.000266432
656;-0.003360513;12.59625159;1.03E-06;-0.000305501
657;-0.003487547;12.59609578;1.11E-06;-0.00031705
658;-0.003773482;12.5961057;1.29E-06;-0.000343044
659;-0.003577117;12.5961516;1.16E-06;-0.000325192
660;-0.003472906;12.59618737;1.10E-06;-0.000315719
661;-0.003250704;12.59655845;9.61E-07;-0.000295519
662;-0.002999434;12.59645092;8.18E-07;-0.000272676
663;-0.003459341;12.59630826;1.09E-06;-0.000314486
664;-0.003540514;12.59627335;1.14E-06;-0.000321865
665;-0.003397116;12.59629296;1.05E-06;-0.000308829
666;-0.003468385;12.59639036;1.09E-06;-0.000315308
667;-0.003150799;12.59641665;9.03E-07;-0.000286436
668;-0.003229603;12.59595334;9.48E-07;-0.0002936
669;-0.002691322;12.59597188;6.58E-07;-0.000244666
670;-0.002860127;12.59613242;7.44E-07;-0.000260012
671;-0.002933549;12.59643389;7.82E-07;-0.000266686
672;-0.00320355;12.59620245;9.33E-07;-0.000291232
673;-0.003217115;12.59648453;9.41E-07;-0.000292465
674;-0.00292752;12.59639187;7.79E-07;-0.000266138
675;-0.002547494;12.59598114;5.90E-07;-0.00023159
676;-0.003819774;12.59635976;1.33E-06;-0.000347252
677;-0.003152306;12.59598847;9.03E-07;-0.000286573
678;-0.003488839;12.59619642;1.11E-06;-0.000317167
679;-0.003511232;12.59611152;1.12E-06;-0.000319203
680;-0.003405729;12.59623909;1.05E-06;-0.000309612
681;-0.002659456;12.5963839;6.43E-07;-0.000241769
682;-0.002529623;12.59617293;5.82E-07;-0.000229966
683;-0.002458785;12.59644661;5.50E-07;-0.000223526
684;-0.002251224;12.59647979;4.61E-07;-0.000204657
685;-0.002566872;12.59635394;5.99E-07;-0.000233352
686;-0.002623714;12.59617896;6.26E-07;-0.000238519
687;-0.002902544;12.59636364;7.66E-07;-0.000263868
688;-0.002829553;12.59617616;7.28E-07;-0.000257232
689;-0.002682064;12.59643648;6.54E-07;-0.000243824
690;-0.003124746;12.59621021;8.88E-07;-0.000284068
691;-0.003254149;12.59601821;9.63E-07;-0.000295832
692;-0.0024829;12.59615871;5.60E-07;-0.000225718
693;-0.003217761;12.59636235;9.41E-07;-0.000292524
694;-0.003919464;12.59580939;1.40E-06;-0.000356315
695;-0.003458911;12.59577707;1.09E-06;-0.000314446
696;-0.003385489;12.59616388;1.04E-06;-0.000307772
697;-0.003045511;12.59612746;8.43E-07;-0.000276865
698;-0.002907927;12.59628757;7.69E-07;-0.000264357
699;-0.003243383;12.5963951;9.56E-07;-0.000294853
700;-0.003083837;12.59605915;8.65E-07;-0.000280349
701;-0.003201397;12.59619254;9.32E-07;-0.000291036
702;-0.003282355;12.59640157;9.79E-07;-0.000298396
703;-0.00370286;12.59619771;1.25E-06;-0.000336624
704;-0.003440825;12.59606238;1.08E-06;-0.000312802
705;-0.003374293;12.59635308;1.04E-06;-0.000306754
706;-0.003235417;12.59651707;9.52E-07;-0.000294129
707;-0.003312283;12.59636537;9.97E-07;-0.000301117
708;-0.003499389;12.59674312;1.11E-06;-0.000318126
709;-0.0032619;12.59685863;9.67E-07;-0.000296536
710;-0.002947759;12.59708878;7.90E-07;-0.000267978
711;-0.003044004;12.59682307;8.42E-07;-0.000276728
712;-0.003066181;12.59694741;8.55E-07;-0.000278744
713;-0.003294843;12.59780012;9.87E-07;-0.000299531
714;-0.002788428;12.59718596;7.07E-07;-0.000253493
715;-0.00313099;12.59681208;8.91E-07;-0.000284635
716;-0.003003956;12.59673731;8.20E-07;-0.000273087
717;-0.003035176;12.59633994;8.37E-07;-0.000275925
718;-0.002929242;12.59696185;7.80E-07;-0.000266295
719;-0.00308599;12.59662956;8.66E-07;-0.000280545
720;-0.003021396;12.59680002;8.30E-07;-0.000274672
721;-0.003703506;12.59688449;1.25E-06;-0.000336682
722;-0.003331231;12.59654595;1.01E-06;-0.000302839
723;-0.003128622;12.59649164;8.90E-07;-0.00028442
724;-0.003270512;12.59609665;9.72E-07;-0.000297319
725;-0.002957448;12.59606863;7.95E-07;-0.000268859
726;-0.003418217;12.59624167;1.06E-06;-0.000310747
727;-0.002916539;12.59627357;7.73E-07;-0.00026514
728;-0.00311355;12.5964201;8.81E-07;-0.00028305
729;-0.002687877;12.59623133;6.57E-07;-0.000244352
730;-0.002544479;12.59629188;5.89E-07;-0.000231316
731;-0.002592279;12.59645523;6.11E-07;-0.000235662
732;-0.003162426;12.59647441;9.09E-07;-0.000287493
733;-0.002409048;12.5966718;5.28E-07;-0.000219004
734;-0.001797776;12.59625697;2.94E-07;-0.000163434
735;-0.00225919;12.59677459;4.64E-07;-0.000205381
736;-0.00154866;12.59624383;2.18E-07;-0.000140787
737;-0.001720479;12.59632334;2.69E-07;-0.000156407
738;-0.00243144;12.59643906;5.37E-07;-0.00022104
739;-0.002202563;12.59631623;4.41E-07;-0.000200233
740;-0.00304465;12.59621301;8.43E-07;-0.000276786
741;-0.002540604;12.59607079;5.87E-07;-0.000230964
742;-0.002475579;12.59617573;5.57E-07;-0.000225053
743;-0.002558475;12.59644574;5.95E-07;-0.000232589
744;-0.001945911;12.59642872;3.44E-07;-0.000176901
745;-0.002323138;12.59689936;4.91E-07;-0.000211194
746;-0.003096325;12.59698405;8.72E-07;-0.000281484
747;-0.002239812;12.5970043;4.56E-07;-0.000203619
748;-0.00201395;12.59677416;3.69E-07;-0.000183086
749;-0.00245168;12.59639683;5.46E-07;-0.00022288
750;-0.002373306;12.59645523;5.12E-07;-0.000215755
751;-0.002456847;12.59677717;5.49E-07;-0.00022335
752;-0.002238521;12.59665391;4.56E-07;-0.000203502
753;-0.001871413;12.59654681;3.18E-07;-0.000170128
754;-0.00191792;12.59721721;3.34E-07;-0.000174356
755;-0.001778183;12.59692306;2.87E-07;-0.000161653
756;-0.001105762;12.59664702;1.11E-07;-0.000100524
757;-0.002117946;12.59642484;4.08E-07;-0.000192541
758;-0.002553092;12.59626689;5.93E-07;-0.000232099
759;-0.001813709;12.59618457;2.99E-07;-0.000164883
760;-0.00253802;12.59641601;5.86E-07;-0.000230729
761;-0.003087282;12.59619728;8.66E-07;-0.000280662
762;-0.002450818;12.59638584;5.46E-07;-0.000222802
763;-0.002168759;12.59663258;4.28E-07;-0.00019716
764;-0.002738691;12.5963255;6.82E-07;-0.000248972
765;-0.002703165;12.59646255;6.64E-07;-0.000245742
766;-0.002667853;12.5966955;6.47E-07;-0.000242532
767;-0.002367062;12.59686854;5.09E-07;-0.000215187
768;-0.003109889;12.59637894;8.79E-07;-0.000282717
769;-0.003075009;12.5962893;8.60E-07;-0.000279546
770;-0.00287563;12.5965703;7.52E-07;-0.000261421
771;-0.003116564;12.59642204;8.83E-07;-0.000283324
772;-0.0026207;12.59639036;6.24E-07;-0.000238245
773;-0.002158424;12.596224;4.24E-07;-0.00019622
774;-0.002088878;12.59654078;3.97E-07;-0.000189898
775;-0.002082634;12.59650802;3.94E-07;-0.00018933
776;-0.002782399;12.59625546;7.04E-07;-0.000252945
777;-0.002338641;12.59641536;4.97E-07;-0.000212604
778;-0.002035481;12.59689052;3.77E-07;-0.000185044
779;-0.002192013;12.59678148;4.37E-07;-0.000199274
780;-0.002264358;12.5965091;4.66E-07;-0.000205851
781;-0.002123113;12.5962559;4.10E-07;-0.00019301
782;-0.001907155;12.59684936;3.31E-07;-0.000173378
783;-0.002121606;12.59774991;4.09E-07;-0.000192873
784;-0.003008047;12.59708533;8.23E-07;-0.000273459
785;-0.00242455;12.59732065;5.34E-07;-0.000220414
786;-0.002675389;12.59727927;6.51E-07;-0.000243217
787;-0.002690246;12.59712584;6.58E-07;-0.000244568
788;-0.002677758;12.59693233;6.52E-07;-0.000243433
789;-0.002001031;12.59659961;3.64E-07;-0.000181912
790;-0.002704887;12.59680691;6.65E-07;-0.000245899
791;-0.003080176;12.59686122;8.62E-07;-0.000280016
792;-0.003102784;12.59644725;8.75E-07;-0.000282071
793;-0.002170697;12.59659573;4.28E-07;-0.000197336
794;-0.003426183;12.59649251;1.07E-06;-0.000311471
795;-0.003087066;12.59665973;8.66E-07;-0.000280642
796;-0.003476997;12.59656901;1.10E-06;-0.000316091
797;-0.003544174;12.59674636;1.14E-06;-0.000322198
798;-0.003237139;12.59707326;9.53E-07;-0.000294285
799;-0.002950558;12.59679355;7.91E-07;-0.000268233
800;-0.00316544;12.59694763;9.11E-07;-0.000287767
801;-0.003463002;12.59694784;1.09E-06;-0.000314818
802;-0.002315602;12.59675347;4.87E-07;-0.000210509
803;-0.001862585;12.59652699;3.15E-07;-0.000169326
804;-0.001878303;12.59655759;3.21E-07;-0.000170755
805;-0.001959906;12.59680562;3.49E-07;-0.000178173
806;-0.002160362;12.59678127;4.24E-07;-0.000196397
807;-0.002786275;12.59623392;7.06E-07;-0.000253298
808;-0.003336829;12.59616733;1.01E-06;-0.000303348
809;-0.003298934;12.59650285;9.89E-07;-0.000299903
810;-0.002955295;12.5967608;7.94E-07;-0.000268663
811;-0.002621561;12.59659551;6.25E-07;-0.000238324
812;-0.001915337;12.59672912;3.34E-07;-0.000174122
813;-0.002749887;12.59639424;6.87E-07;-0.00024999
814;-0.002078759;12.59616323;3.93E-07;-0.000188978
815;-0.002194381;12.59644143;4.38E-07;-0.000199489
816;-0.002361249;12.59639144;5.07E-07;-0.000214659
817;-0.002856467;12.5969597;7.42E-07;-0.000259679
818;-0.003162426;12.59656082;9.09E-07;-0.000287493
819;-0.003435011;12.59681941;1.07E-06;-0.000312274
820;-0.003031085;12.59681575;8.35E-07;-0.000275553
821;-0.002336272;12.59689569;4.96E-07;-0.000212388
822;-0.002349406;12.59715536;5.02E-07;-0.000213582
823;-0.002640939;12.59716398;6.34E-07;-0.000240085
824;-0.002888118;12.59672761;7.58E-07;-0.000262556
825;-0.002845055;12.59638605;7.36E-07;-0.000258641
826;-0.003288599;12.5964563;9.83E-07;-0.000298964
827;-0.003061875;12.59626926;8.52E-07;-0.000278352
828;-0.002794242;12.59740146;7.10E-07;-0.000254022
829;-0.00270381;12.59720557;6.65E-07;-0.000245801
830;-0.003033238;12.59759755;8.36E-07;-0.000275749
831;-0.003215823;12.5971726;9.40E-07;-0.000292348
832;-0.003160057;12.59679592;9.08E-07;-0.000287278
833;-0.003412619;12.59618737;1.06E-06;-0.000310238
834;-0.002998573;12.59642657;8.17E-07;-0.000272598
835;-0.002449742;12.59670606;5.46E-07;-0.000222704
836;-0.003146493;12.59671597;9.00E-07;-0.000286045
837;-0.002921276;12.59696465;7.76E-07;-0.000265571
838;-0.002330244;12.59736482;4.94E-07;-0.00021184
839;-0.002340148;12.59772039;4.98E-07;-0.000212741
840;-0.00254491;12.59717864;5.89E-07;-0.000231355
841;-0.002918477;12.59732582;7.74E-07;-0.000265316
842;-0.001356817;12.59767492;1.67E-07;-0.000123347
843;-0.002305913;12.59747602;4.83E-07;-0.000209628
844;-0.001902203;12.59766199;3.29E-07;-0.000172928
845;-0.002324;12.59738745;4.91E-07;-0.000211273
846;-0.002326153;12.59679333;4.92E-07;-0.000211468
847;-0.002817065;12.59711981;7.21E-07;-0.000256097
848;-0.002027945;12.59739111;3.74E-07;-0.000184359
849;-0.003048525;12.59630611;8.45E-07;-0.000277139
850;-0.002705533;12.59656642;6.65E-07;-0.000245958
851;-0.002391608;12.5965147;5.20E-07;-0.000217419
852;-0.00240711;12.59632205;5.27E-07;-0.000218828
853;-0.002645245;12.59626301;6.36E-07;-0.000240477
854;-0.002429718;12.59655457;5.37E-07;-0.000220883
855;-0.002231846;12.59702844;4.53E-07;-0.000202895
856;-0.002798548;12.59674916;7.12E-07;-0.000254413
857;-0.002327014;12.5967011;4.92E-07;-0.000211547
858;-0.001359831;12.59690841;1.68E-07;-0.000123621
859;-0.001582679;12.59725212;2.28E-07;-0.00014388
860;-0.002649336;12.59668214;6.38E-07;-0.000240849
861;-0.002143568;12.59632679;4.18E-07;-0.00019487
862;-0.002071869;12.59640997;3.90E-07;-0.000188352
863;-0.002061318;12.596925;3.86E-07;-0.000187393
864;-0.001513133;12.59633929;2.08E-07;-0.000137558
865;-0.002083065;12.59640717;3.94E-07;-0.00018937
866;-0.002047754;12.59653776;3.81E-07;-0.000186159
867;-0.002329813;12.59664615;4.93E-07;-0.000211801
868;-0.002153257;12.59660047;4.22E-07;-0.000195751
869;-0.002180601;12.59694763;4.32E-07;-0.000198236
870;-0.001916198;12.59656664;3.34E-07;-0.0001742
871;-0.00194548;12.59665585;3.44E-07;-0.000176862
872;-0.002462876;12.59643088;5.51E-07;-0.000223898
873;-0.002543187;12.5966621;5.88E-07;-0.000231199
874;-0.001105332;12.59666619;1.11E-07;-0.000100485
875;-0.00194505;12.59672739;3.44E-07;-0.000176823
876;-0.001946342;12.59695539;3.44E-07;-0.00017694
877;-0.001658038;12.59718316;2.50E-07;-0.000150731
878;-0.001873781;12.59784322;3.19E-07;-0.000170344
879;-0.001323874;12.59786886;1.59E-07;-0.000120352
880;-0.001957323;12.59690819;3.48E-07;-0.000177938
881;-0.001030618;12.59649854;9.66E-08;-9.37E-05
882;-0.001684091;12.5964145;2.58E-07;-0.000153099
883;-0.000716908;12.5962643;4.67E-08;-6.52E-05
884;-0.001008872;12.5968054;9.25E-08;-9.17E-05
885;-0.001541985;12.59673364;2.16E-07;-0.00014018
886;-0.001545215;12.59677459;2.17E-07;-0.000140474
887;-0.00199328;12.59653711;3.61E-07;-0.000181207
888;-0.002775079;12.59618672;7.00E-07;-0.00025228
889;-0.002722543;12.5962852;6.74E-07;-0.000247504
